text,label
i feel like im a shy enormous pink flamingo man,4
i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,4
i feel confused too,4
i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,4
i somehow feel more vulnerable without it,4
i am feeling very fearful that things arent going to go the way i want them to with my ex,4
i feel rather intimidated by my re his impressive background and the clinic in general,4
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,4
i feel so uncomfortable about the word hero,4
i woke up on the sofa feeling extremely agitated around pm,4
i am feeling very unsure of my future,4
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,4
im just feeling very uncertain and,4
im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,4
i don t want you to feel pressured into making love,4
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,4
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,4
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,4
ive been feeling a bit overwhelmed with the whole marathon idea lately,4
i feel suspicious if there is no one outside like the rapture has happened or something,4
i did manage two short runs and a walk but today im back to feeling just shy of awful,4
i face turn red and feel shy emm no,4
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,4
i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,4
i feel i am shy and i am afraid of keeping my point of view,4
i email authors about interviews i feel a little intimidated,4
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,4
i really hate that feeling when youre unsure about something,4
i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,4
i want to say that i feel vulnerable writing and sharing this info,4
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,4
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,4
i could feel myself getting that shaky feeling,4
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,4
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,4
i had coped for barely twenty four hours before i was feeling wrung out and distraught,4
i fully enjoy music when i feel afraid using headphones,4
i feel pretty insecure about my current relationship,4
i feel a little strange chasing after them since im so disappointed in the brand as a whole,4
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,4
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,4
im feeling a little gun shy about this,4
ill smoke a few cigarettes because im feeling a little nervous,4
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,4
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,4
im feeling confused but ill keep trudging through,4
i feel scared and stupid,4
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,4
i am feeling very anxious about going to therapy w,4
i am feeling unsure about my words but it also means i am writing which is good,4
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,4
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,4
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,4
i am beginning to feel startled by how little of last week i remember,4
im sure ill also feel a bit nervous,4
i could listen for hours without feeling either threatened or the slightest bit shocked,4
im feeling a little uptight and pinched today,4
i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,4
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,4
i feel more in control and less frightened about my headaches and migraine attacks excellent service,4
i guess the trick is i need to go in strong and get what i want and not feel bashful over it,4
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,4
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,4
i go to little tiny andover and take a walk at night i feel absolutely terrified,4
i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,4
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,4
i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,4
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,4
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,4
i an asylum seeker who i don t know how they live in this country without feeling assaulted,4
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,4
i proclaim to have lost a bit of my sanity and feel so shaky,4
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,4
i feel uncomfortable with the fact i am so powerless at the moment,4
as a child i suffered of nightmares even since than,4
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,4
i felt low at this point with missing people i know and i love but feeling helpless to do it,4
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,4
i feel i was intimidated by the college and people at home,4
i go to my son s conference next week and i am already feeling nervous and apprehensive,4
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,4
i feel uncertain and not entirely safe,4
i know thats not true but thats how i feel i get scared,4
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,4
i feel like i m uncertain about things i was once so certain,4
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,4
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,4
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,4
im not feeling absolutely terrified of more pain and more trauma to my already battered body,4
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,4
i am feeling incredibly restless,4
ive been feeling really pumped about running again this is very strange,4
i also feel vulnerable being left on the bed in virtual silence,4
i feel intimidated by the wide open design and therefore find it hard to write,4
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,4
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,4
i had an incredible feeling of frantic despair,4
i am feeling very shaky,4
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,4
im kind of feeling nervous and anxious about all the shit i have to do today,4
i make the trip i feel a strange combination of excitement and dread,4
i just don t feel like having distraught parents breathing down my neck,4
i feel bashful under his teasing scrutiny,4
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,4
i just feel weird doing it but i want to make sure he feels loved in there,4
i wouldnt feel uncomfortable wearing it at work,4
i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them,4
i are another reason why foreign tourists feel reluctant to drive in this island,4
i feel a little bit weird,4
i guess these expectations of me being so goddamn perfect have made me feel afraid to change,4
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,4
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,4
i feel like ya allah im scared puff it was fun man then id an idea,4
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,4
i feel like the thing im most nervous about is having two kids,4
i meet men who feel insecure about women,4
i feel a bit uncertain really shes a nice girl and good friend material,4
i feel the pain of this in ways that only a tortured ti could possibly understand,4
im not feeling insecure this month im feeling full of oomph,4
i did feel slightly shaky and had a headache,4
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,4
i feel so completely helpless to do anything to help those affected by the tornadoes that hav,4
i was feeling very pressured,4
i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces,4
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,4
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,4
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,4
im sitting there with both boobs hanging out so why do i feel uncomfortable,4
i can describe what happens to me is that i feel shaky,4
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,4
im feeling hopelessly restless,4
i did not feel its strange effects no more,4
i am feeling a little uncertain about my skills in the birthday party arena,4
while cycling in the country,4
i am feeling terrified anxious excited and apprehensive among a million other things,4
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,4
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,4
i feel tortured and sickened exactly the way i felt the last day of lances leave,4
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,4
i think the sooner we do the better well all feel greg im already in a distressed mood mom,4
i am a bit out of my comfort zone too and im feeling a tad apprehensive,4
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,4
i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way,4
i didn t feel like she was shy so much as taking it all in as her mother has described her,4
i woke up feeling very distraught and aware of something terrible which will happen soon,4
i stop learning or if i am feeling inhibited my performance flounders,4
i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument,4
im just feeling strangely indecisive and also because i dont really believe that,4
i want to write that makes you feel the frantic induced nightlife of being on speed,4
i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,4
i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,4
i drank a cup of coffee i feel all nervous and weird now,4
i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,4
i really cant count the number of times i cried feeling overwhelmed by someones expression of concern or just by the very fact that they were thinking of me,4
ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,4
i feel poisoned and tortured by this room,4
i feel very socially anxious around these ladies,4
i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,4
i think is i told my dad and now he feels skeptical about us,4
i thought about it later feeling anxious and worried,4
i feel like i was assaulted by a titanium hedgehog,4
i had thought but i feel scared and somewhat trepidatious nervous and sad,4
im feeling shy im feeling mad im feeling sad,4
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,4
i could feel my tremors coming on and i started to get real shaky,4
i feel so because i feel reluctant,4
i feel very confused and cant stop myself from digging in a bit more,4
i feel like i m running in circles and i m terrified,4
im feeling a bit scared to consider putting myself out there by posting my work on a website frequented by professional artists but i decided to suck it up be a big girl and ask for feedback,4
i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,4
i started to feel uncomfortable buzzy short of breath and very mildly panicky,4
i feel unprotected if i do though,4
i get a little gripped about timing i feel frantic in my thoughts,4
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,4
i never feel hesitant or timid,4
i was transferred to the operating bed i began to feel a little apprehensive,4
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,4
i do feel a bit fearful that he might be feeling stressed to be drinking so much,4
i answered feeling rather skeptical,4
i feel we should not be threatened by the idea of caring and should care far more often,4
i can t help but feel a little hesitant towards lily,4
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,4
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,4
ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,4
im still feeling indecisive im polling yall p,4
i feel horribly insecure about it all,4
i feel nervous just walking outside,4
i told him i was feeling anxious about turning thirty,4
i show my partner how i feel i m afraid s he will not feel the same about me,4
im being particular but id feel uncomfortable even asserting ive ever been in love,4
i do find myself feeling distraught about getting older and stressed about the impending responsibilities that are to ensue i am generally content with only a little bit of repressed anger that makes it s appearance only when it s instigated,4
i got really fucked up last night i got really really really fucked up on loads of downers it was such a bad idea such a bad idea i feel like a neurotic mess right now i cant handle it i cant handle it i cant handle it,4
im feeling somewhat indecisive about what to do in terms of an alliance,4
i feel a part of the family of the universe rather than fearful of it,4
when my mothers heart nearly stopped,4
i feel very nervous,4
im not feeling frantic yet so instead i am going to make this sleep teddy,4
i feel so vulnerable and yet so protective over her,4
i feel assaulted when i hear the radio ad,4
i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,4
i feel reluctant to leave,4
i really love the feeling of being scared,4
i feel wimpy for complaining about taking credits this semester because i know people who took credits regularly but man this sucks,4
i was feeling out of sorts anxious not sure what to do with myself,4
i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week,4
i feel like ive entered some weird universe and i really am grateful for it,4
i started feeling nervous thinking about how id planned to feed younger teens,4
i begin to feel uncomfortable internally feeling nauseous light headed and experienced shortness of breath,4
i sing the more confident i feel but i still get a little nervous on an opening night,4
i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow,4
i closed my eyes tightly and covered my ears and thank god i woke up before i apologize for the brutality of my nightmare it left me feeling shaken and nauseous to say the least,4
i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,4
i woke up this morning wanting to cry and the feeling hasnt been shaken yet,4
i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it,4
i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show,4
i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up,4
i dont call what i am feeling as nervous but more anxious,4
i feel so hesitant posting them,4
i have been feeling very apprehensive about going back,4
i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,4
i feel crazily indecisive impulsive just in a,4
i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,4
i sort of feel a bit unsure now as to what to touch upon next,4
im still not sure why reilly feels the need to be so weird,4
im just really hurting and feeling a bit overwhelmed,4
i didn t for one minute feel intimidated or stupid,4
i have written i feel suddenly hesitant to post it,4
i feel reluctant to sell but hey,4
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,4
i do feel insecure because if there was a way to examine boyfriends he d be exempted,4
ive been feeling restless inside and i dont understand why,4
i did feel unsure about it but thanks to l a lot of people liked it,4
i feel so insecure about my writing,4
i feel pressured helpless because i dont have control over this,4
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,4
i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god,4
i also feel fearful and concerned for them both worried,4
im lying in bed feeling very anxious and have a knot in my stomach,4
i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,4
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,4
im feeling frantic about time as if the whole summer were a giant hour glass and if im not vigilant all the sand is going to rush out in a whoosh and ill have dipshit to show for it,4
i kind of feel fearful of starting,4
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,4
i know just how you feel any ache pain in tummy i get frightened incase it em again,4
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,4
im just feeling bashful whenever i talk to you,4
i decided that since things were finally starting to go well but i was still feeling a little uncertain i d give myself a little more time to let the training come together,4
i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid,4
i am feeling suspicious lj cut text suspicions,4
i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening,4
i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,4
i feel scared because i dont know the students and the teachers,4
i feel a little bit anxious about it,4
i am feeling very shaky today,4
i am feeling shaky and weak,4
i also always feel a little scared,4
i feel strange being thankful when such awful things on the other sides of the oceans that surround that country happen on a daily basis,4
i was feeling pretty terrified full of nervous energy,4
im feeling overwhelmed i can just give people the middle finger or tell them to f off,4
ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,4
i got upset when i feel that the only person whos uptight on chatting is just me,4
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,4
i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy,4
i am learning is one of my default reactions when i feel threatened,4
i fought back the blush on his cheeks one hand resting over his heart feeling the frantic beating almost positive kai could hear it,4
i feel pressured by a dumb feeling,4
im more than ready to meet this little man but knowing that time is running out leaves me feeling a little apprehensive,4
i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,4
i meet in supermarkets banks dentists etc make me feel like im weird,4
i feel a little bit frightened of islam,4
i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,4
i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship,4
i guess avoiding the boundaries conversation with him has me feeling a little unsure about my confidence and strength,4
i know he is totally trainable and can be free of his arm chewing habits i feel that the kids would be too nervous around him during the training process,4
i thought i should be excited that im starting work but im feeling reluctant as ever,4
i feel anxious for myself moment of truth i feel rather like a tiger in a cage when it comes to testing,4
i cannot and i feel a strange sadness for a thing that i m now ready for but cannot do,4
i feel quite uncertain that the art i create and my personal brand of creative living are what im here to contribute,4
i feel so like distraught and lost being there,4
i feel when they are distressed in the night is perhaps more than empathy,4
i scream every day and every night and no one hears and my face is starting to fall off and i feel anxious and frightened all the time and i don t think i know what anything means anymore,4
i feel strange,4
i was escorting a relative on a bike,4
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,4
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,4
i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,4
im feeling a bit suspicious,4
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,4
i feel scared that i own it,4
i feel hesitant to do it since i don t have any experience with programming and all,4
i guess the finality of my decision and the financial repercussions have me feeling doubtful,4
i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,4
i am just feel so shy cause i realized those people behind me just didnt dance and look at us gt,4
i think my feelings remix is the result of how neurotic i can be,4
i feel unsure or neutral about changing but really does not want to change,4
i am new to this so feels kind of strange but i will push through it,4
i rarely feel hesitant to say something sometimes even too much,4
i felt jealous when you i feel insecure when,4
i felt myself melting away again but this time it was a happy feeling not a scared one,4
i feel like its flying by and im afraid im going to miss something,4
i did it i survived our very first big kid trauma though i still feel shaken by the whole event,4
i feel like this was a milestone race and i ve shaken the novice feeling off,4
i was feeling extremely anxious,4
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,4
i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,4
i feel xs more indecisive,4
i sat down at the computer feeling nervous excited and more than a little silly,4
i was feeling very unsure as to whether or not i should continue to blog at all,4
i feel paranoid when i wear makeup out,4
i also feel paranoid that everyone is listening to my phone conversations whats that all about,4
i feel strange out of sorts and i wont resort to this again,4
i have had some very emotional nights of crying feeling unsure and angry,4
i feel skeptical about the sustainability of that,4
i read a story that left me feeling confused frustrated and a little angry,4
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,4
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,4
i must confess im feeling a little overwhelmed,4
i really feel amp dont be so uptight when expectations of others are met,4
stranded in the north of fraser island with a submerged wd hire vehicle,4
i mean already as a parent from the moment the iolani left my body i can tell you i feel like im constantly fearful for something horrible happening to her thats out of my control,4
i just know i feel like i m on potentially shaky ground,4
i feel as though at least in the range of age being doubtful or not believing in religion is not so uncommon while my mother who was born in sees being an atheist means you cannot be a moral person,4
i was feeling very vulnerable and down no one really close to me has ever died before i either hadnt known them very well or was too young to remember,4
i get changed i am feeling insecure,4
i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it,4
i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,4
im feeling scared im going to treat this as sacred something valuable to venerate and pretend im like a cat,4
