text,label
i just want to show them that i can take care of myself and i feel wronged by staying with them,3
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,3
ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,3
i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,3
i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,3
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,3
i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,3
i feel so annoyed,3
i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,3
im not going to lie i feel a little insulted,3
i feel shafted or greedy,3
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,3
im feeling awfully spiteful right now,3
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,3
my roommate was rude to me,3
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,3
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,3
i was feeling a little like a cold was coming on,3
i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,3
i feel tortured by something,3
im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,3
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,3
i was left feeling bothered by it for a long time afterwards,3
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,3
i feel more and more stressed,3
i feel so cranky right now,3
i feel this violence is petty and impractical,3
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,3
i have to leave my hair alone now if im feeling impatient,3
i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be happy you have me,3
i feel that now i am a lot less irritable than i was before,3
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,3
i stop feeling so mad i ll stop behaving like this,3
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,3
im feeling quite cold actually,3
this happened when i could not get into the school i had initially wanted,3
i feel that is why she suddenly got mad at mom,3
i feel angry thinking how much the government has gulped away over money,3
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,3
i used to get the worthless feeling like i said previously my gear was going on ebay but now catch or not i m not bothered it is all about having a go i think a little more when fish are thin on the ground but not dejected or angry,3
i has for this other woman she feels greedy and wants kairi all for herself,3
i feel almost angry that i have been fed like a lab rat for so many years,3
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,3
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,3
i hate all shopping when i feel rushed by hoards of people,3
id feel like a heartless bitch if i didnt share these with anybody,3
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3
i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,3
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,3
i feel rude for ignoring your plea for help and its all your fault,3
i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,3
i feel like im so enraged,3
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,3
i can feel the cold of winter,3
i feel so bitchy suddenly,3
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,3
i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,3
i feel grouchy or short tempered then the guilt kicks in,3
i feel hateful of myself for being alone,3
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,3
im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,3
i feel angered by this,3
i feel fucked is available to pre order from a href http churchoffuck,3
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,3
i feel like im a violent mother,3
i feel like i cant take it anymore i told my boyfriend and he is furious,3
i feel resentful and really work that resentment until i blow up,3
i just feel so fucked up these days,3
i know they mean no harm but i cant help but feel offended,3
i feel so violent but im a paper tiger,3
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,3
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,3
i am feeling a little grumpy but that could be pms too,3
i feel that i can answer in a completely un sarcastic way,3
i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,3
i was feeling frustrated,3
i feel times less bitchy,3
i just feel so irritable which i guess is a classic symptom of depression,3
i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,3
i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,3
when people harrass me i feel oppressed by their behavior,3
i feel so enraged that i want to punch him but i don t because he s only years old,3
i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,3
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,3
i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,3
i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,3
i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,3
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,3
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,3
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,3
i think guys who feel need to compensate do it by being obnoxious,3
ive been feeling jealous lately of bloggers going off to author readings and book si,3
i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,3
i am feeling a little stressed but seriously i have no one or nothing to blame but myself,3
i feel im being violent is i say no im not going to accept that and here are the consequences,3
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,3
i continue to spend hrs into not feeling envious can i really do it,3
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,3
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,3
i can never fall in love with anyone because my feelings make me too dangerous,3
i feel really wronged in fact what hu jia did is good for society,3
i vividly remember feeling so offended that she would even dream such a thing could be a choice,3
i start to feel myself become irritated when conversing with him,3
i feel violent or something today,3
i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,3
im feeling bitchy as hell tonight,3
i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent,3
i feel insulted to see anyone wearing crocs the fashionable shoe icon,3
im feeling aggravated listening to phoenix lost and found,3
i began to feel a cranky feeling of why the hell do i do what i do,3
i was not wrong to feel angry but i was wrong for what i said,3
i feel like im in a whirlwind and the next im trying not to be too impatient as i wait,3
im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway,3
a study visit to a chicken factory the butchery,3
i am suddenly feeling insulted while typing this down,3
im feeling so goddamn pissed and just,3
i feel like i get easily distracted in making things and switch around to many different projects throughout a week,3
i feel tortured a href http lawrencewashington,3
i start feeling resentful or overwhelmed it s a sure sign that i need mothering,3
i feel petty posting with my own complaints right now because its not like i was kidnapped when i was years old and forced to make easter creme eggs for the rest of my life,3
i feel jealous on sumthg tat i thk of,3
i loathe it as a gamer said molyneux adding that it just makes me feel insulted,3
i started to feel dissatisfied by the ease and convenience of it all,3
i felt disgust of dirty,3
i feel frustrated for her when i read those chapters,3
i feel so extrememly bitchy today that ive done something i have never done in my years of life,3
i feel so pissed and i feel like sleeping s,3
im feeling you up grumpy,3
i feel stressed he gets upset for that too,3
i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest,3
i kept feeling enraged that she was in too,3
im so damn tired and i feel a little grouchy,3
i feel like this way i would be less bothered,3
i feel stubborn and strong and ready to fight this disease,3
i just feel cold said rachel,3
i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning,3
i mention that im feeling cranky,3
im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,3
im definately feeling the change but im refusing to feel impatient about it,3
i feel frustrated or impatient,3
i feel that they are just saying these things because they dont want to agree with me and be rude,3
i feel i am quite mad,3
im feeling envious of my pregant co workers,3
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,3
i feel that the classroom is extremely dangerous,3
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,3
i am your friend then why do i sometime feel so insulted around you,3
i can feel the tortured emo poetry coming on already,3
i went to a lecture and once again it had been cancelled,3
i feel that spitting on somebody is the most vicious kind of disrespect that you can do he said,3
i truly feel i am irate,3
i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,3
we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,3
i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,3
i must have been feeling a little cranky about the,3
i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,3
i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,3
i feel hateful to have given up my friendship with that woman and a couple of others for the same reasons to admit defeat and let my husband make me feel so insecure that i feel the need to avoid her cut her out of my life so that my securities is not challenged,3
i can honestly say that every good thing in my life right now is crashing down and i feel too stubborn to ask for help,3
i feel not heartless because my heart hurts so i still feel it i feel so much pain,3
i feel very agitated and sort of lost,3
i know i feel personally offended by this on so many levels,3
i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,3
i feel i m doing to my mom what i despised so much when it was done to me,3
i havent been able to squeeze in a run for two weeks so i am feeling really cranky lethargic,3
i feel someone has been wronged when i feel i have been wronged or when i get riled up against an action i find offensive i unsheathe my sword and good lord you better look out,3
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,3
i hate feeling so despised and detested by someone who i truly care for and completely love,3
i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes,3
i must ask if my column makes you feel so hateful why do you keep logging on,3
i feel like we rushed through this weekend,3
i can t help feeling jealous,3
i feel a bit annoyed and antsy in a good way,3
i ate feeling hateful towards myself because of a number,3
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,3
i go from your presence from praying for wisdom and patience and feel so instantly furious,3
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,3
i wasnt feeling at all irritated,3
i just feel like warner brothers fucked with the final edit and that an even better film will be arriving in director s cut format on blu ray,3
i feel really disgusted with myself more than the pain and agony,3
i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about laps,3
i want to give up feel distracted or just need to remind myself of what i am working towards,3
i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,3
i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,3
i was incredibly youthful in my employment in which i had been angry stay when i was feeling i had been offended simply because i wasnt the professional decided on,3
i feel irritable and unfulfilled if i dont paint for several days,3
i do not want to accept that it s inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,3
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,3
i really feel irritated with all these,3
i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,3
i feel all rushed to get ready for tomorrow,3
i sat with dave atell at first trying not to feel rude while the guys were eating,3
i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,3
i am feeling a little dissatisfied with my pictures for the last couple of months,3
i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,3
i really feel like i m wading in dangerous waters here but i think dialog is really important too,3
i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,3
i have this nagging feeling that i fucked everything up on the first try,3
i can feel she still angry with me,3
i feel cold few days,3
i look around at the people around me and i feel almost slightly envious about how they have a way of motivating themselves sitting down and studying so hard,3
i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,3
im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing,3
i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,3
i went in there feeling a little hostile because it felt like they didnt really care about me,3
i know you feel tortured reading this,3
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,3
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,3
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,3
i don t feel greedy of worldly things so it s not a big deal,3
i was feeling grouchy and the old man has mentioned that retail therapy is great,3
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,3
i am feeling spiteful,3
a group of youngsters dressed in fads talked foul language on a bus they also insulted the pedestrians on the road and were impolite to the passengers of the bus,3
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,3
i am feeling irate,3
i always think of you as such a violent band violently feeling violent lyrics musically violent,3
i also feel stubborn,3
i feeling dangerous at wimbledon width,3
i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,3
im home i can feel how the cold has seeped into my arms and legs,3
im feeling awfully irritated and worried and for a few good reasons,3
sometime back another girl who was in terms with my exboyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,3
i feel its rude to take someone s photo but rather that i feel awkward asking to take the photo,3
i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,3
i feel disgusted embarrased and sad about how i handled the situation,3
i feel your pulse against my lips as i chase the dragon suck your lips and is your heart and tongue wish begging for my part and fingers translate your sorrow as you reach inside my soul angered in my breath of mercy the story will no unfold,3
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,3
i ended up with a perfect studio and now when i walk into it i feel aggravated yes it is bizarre,3
i see those forms that i havent do yet i just feel very agitated,3
i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,3
i feel resentful about being a giver,3
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,3
i found myself feeling jealous though,3
i was left with my integrity and my dignity intact but feeling pissed off,3
i felt doubtful and the image that popped into my mind was of dealing with a big knot in my shoelace and then feeling frustrated,3
i feel i really wronged commodore,3
i feel like it was a bit rushed,3
im sure you know the feeling of cant be bothered i just feel poo,3
id have to get to the class for eight dance for an hour nine get home ten if im lucky eat i cant eat before a class as dancing when full makes me feel vile sit around digesting etc ish then get to bed and try to sleep before getting up unnaturally early,3
i asked that no one gift me but if i go to my sister s house when everyone gathers for the holiday i will feel impolite to show up empty handed,3
i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,3
i feel utterly disgusted that they would look at me in such a way but the thing continues,3
i realized today that i dont know what i want and thats the primary reason why i feel so dissatisfied so often,3
i have to do this and make some vj feel jealous,3
i don t know why i am feeling so sarcastic tonight but christian seems to enjoy my banter and every time seth apologizes for my behavior christian tells him it s quite alright and locks eyes with me,3
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,3
i am feeling that cranky voice inside my head that just wants to eat whatever it wants,3
im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,3
i often feel offended by life,3
i am feeling resentful because i am thinking to myself that she should trust me,3
i feel less bitchy in the morning,3
im feeling rather bothered because my physical and mental clock is still in october,3
im feeling irritated by her friggin name,3
i feel angry because i have led myself to leading people to believe i couldnt do this,3
ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,3
i feel so pissed off over an old friend and some friends,3
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,3
i feel greedy with my self as of late,3
i look at your kids i feel jealous sure,3
i feel that we are heading for an abyss that has been created by the greedy the too greedy and the far too greedy,3
i began to feel a bit irritable and antsy,3
i also feel that i am often a burden and in the way more than anything as a nursing student to the other nurses yet i must remember that while some may be grumpy at our presence everyone has to learn somewhere and boo friggety hoo if some medical personnel are irritated by the nursing students,3
i am for the first time this year feeling the cold,3
i have a feeling might have offended one of the dorks sitting in the censorship cubicle of doom,3
i have an overwhelming feeling of sadness that there are people in this world that are so hateful,3
i feel too rushed,3
i can feel his impatient and i can t stop my body from giving him positive response,3
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,3
i guess ive been feeling agitated lately,3
i feel really bitter,3
a boyfriend with whom i split up with came over to a friends house where i was visiting with a male friend in a confrontation in another room he tried to find out if i was aroused by my friend by feeling my parts,3
i feel offended and sad because they do not know their ignorance,3
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,3
i do not do these things to torture you i am feeling tortured myself at the moment,3
in the army,3
i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,3
i don t feel bothered about it getting credit equals getting debt and i have no interest in doing that again,3
i am feeling rather grouchy too this morning since i didnt sleep last night on purpose,3
i feel like i am a selfish person,3
i was feeling grouchy and all,3
ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,3
i feel rather agitated by our sliding door that keeps getting stuck,3
i begin to feel terribly rude and that causes me to become depressed,3
i feel generally dissatisfied and lost,3
i feel that you couldnt be bothered anymore,3
i would accept your gift without feeling mad,3
